wavelength_nm,E_direct_W_m2_um,E_diffuse_W_m2_um
956,21.077451780806438,2.380113921553368
957,22.06136371313921,2.4984223496923588
958,22.993482635902005,2.6086191356908626
959,23.867190255231993,2.709974525287723
960,24.812031007266544,2.8188599015522158
961,25.94446701772555,2.9503345911519605
962,27.254968819355135,3.104034782791697
963,28.67877420829604,3.2724613615085087
964,30.249759674696147,3.459914686183268
965,32.1589859624092,3.6900911539595675
966,34.62163202992964,3.9896546730298414
967,37.61989672138006,4.356007189404143
968,40.76277180459497,4.739856383009404
969,43.43894842386128,5.064602377320562
970,45.13246777520568,5.265741615602569
971,45.6399846982269,5.31780205677945
972,45.11811688899456,5.2404162386007105
973,44.02752530351661,5.091654338863115
974,42.97601736305937,4.948309902043694
975,42.46528539012925,4.873772441385812
976,42.677414240410855,4.890995747765041
977,43.46715121801853,4.981560765291028
978,44.56611605563455,5.111523149232279
979,45.80376515802371,5.259360365988343
980,47.141114225597455,5.420235321715245
981,48.55351771886776,5.5910809423600645
982,49.97025551815061,5.762736244319069
983,51.33160491448862,5.927139331290886
984,52.62948864675722,6.082935362063081
985,53.86120910024652,6.230057254118745
986,54.97964197366114,6.363108428496502
987,55.9133260906068,6.4732199393952286
988,56.622043743219024,6.555002777274583
989,57.121736430470506,6.610253611572273
990,57.46675177288484,6.646034317659117
991,57.71989542878953,6.670592241901151
992,57.93225157800447,6.690408615936148
993,58.13081891048331,6.708632881627646
994,58.30833091717519,6.724048480371577
995,58.42596255552439,6.731554506596169
996,58.440674838377554,6.7255776044203
997,58.340843675805026,6.704471670554552
998,58.15812536341724,6.6719763814263295
999,57.94436008127576,6.63446455133883
1000,57.733704445997745,6.596553704201239
1001,57.52362792229011,6.558959710279304
1002,57.2920024573123,6.52022400796662
1003,57.03618293463905,6.480560189902354
1004,56.801173403623814,6.4445963339474375
1005,56.66206714982315,6.41963720886349
1006,56.65909860603881,6.409068438446875
1007,56.751921859450455,6.40787661594318
1008,56.857903176667534,6.407281039289967
1009,56.92979537666588,6.40320092709546
1010,56.976515242003,6.397712325816923
1011,57.02095893928479,6.393506933679984
1012,57.06553204039409,6.390067115397579
1013,57.096829179177426,6.384932957467607
1014,57.10249471677406,6.376222146374889
1015,57.07692102871525,6.363323992096161
1016,57.01877735992134,6.3463078195905815
1017,56.929414676551005,6.325490342885412
1018,56.81400247523359,6.301555835407303
1019,56.68103983689556,6.2755778699774485
1020,56.53812242751081,6.2485043367758255
1021,56.390739043797595,6.22095468319874
1022,56.248736711323566,6.194050194790493
1023,56.129004888793084,6.169875628552254
1024,56.04222350569902,6.149898503185906
1025,55.97679132051628,6.132880772969721
1026,55.9055647007836,6.115572326495412
1027,55.81404677738143,6.096124071326175
1028,55.717843059767546,6.076227122410233
1029,55.647720979943344,6.059337500849585
1030,55.61871531673845,6.047076369040534
1031,55.61597489825158,6.037687605478591
1032,55.60740578192835,6.027557668243602
1033,55.564281709989864,6.013521813135638
1034,55.47179605650765,5.993973740064425
1035,55.33240689452569,5.969193747876193
1036,55.169075833168904,5.941698271708228
1037,55.019969909794334,5.915658910496007
1038,54.91595999276521,5.8944483939258285
1039,54.857246251190055,5.878113900229126
1040,54.81481658773054,5.863556994414818
1041,54.753982517678246,5.847083551596055
1042,54.65337067722428,5.826432060574885
1043,54.5083425783248,5.801114207162559
1044,54.330677884005745,5.7723677440629695
1045,54.14886497860434,5.743190465405811
1046,53.996638052323135,5.717125334618739
1047,53.88919425723368,5.695743443353584
1048,53.81094347581655,5.677369085274048
1049,53.7304411450953,5.658683720880397
1050,53.624974998973634,5.637319188834083
1051,53.48955423898451,5.612776854679009
1052,53.32884346394674,5.585554927363065
1053,53.14619164076424,5.555991380674384
1054,52.9377232068607,5.523650661723142
1055,52.69217462449232,5.487320475775152
1056,52.39852182548926,5.445834297541071
1057,52.06146280711917,5.399707689027977
1058,51.713031374340964,5.3523297155086915
1059,51.40331001058519,5.308936805028583
1060,51.17053856141484,5.273468572862133
1061,51.01423191436507,5.245823970291016
1062,50.89412137056397,5.22185113018897
1063,50.75416892501962,5.195886326918162
1064,50.55136531072785,5.163685940288973
1065,50.27041176553018,5.123846539923061
1066,49.924189743220175,5.0777893384575
1067,49.55492234580876,5.029877290935259
1068,49.23680486923208,4.987699317594934
1069,49.05276328926834,4.959667995575368
1070,49.03653583871431,4.949074569926949
1071,49.134621961357944,4.9502572197897425
1072,49.24434471591655,4.952581271105876
1073,49.29265021376525,4.948488506254244
1074,49.268560075236536,4.936731391530416
1075,49.19002250279871,4.918995414237966
1076,49.06504492863285,4.896090402435921
1077,48.890763858077634,4.867963966685096
1078,48.6708269833167,4.835317184116893
1079,48.418083809528774,4.799610786008608
1080,48.14308177619441,4.761825835492126
1081,47.843929203245146,4.721497262039007
1082,47.506464803098226,4.676756923087659
1083,47.12110274268111,4.626259924076875
1084,46.70885878166536,4.572309009274091
1085,46.32876287264791,4.521776789090028
1086,46.04543375041911,4.482232119849902
1087,45.87220689658122,4.455326777838446
1088,45.741868974360976,4.4336109157668835
1089,45.5378506431754,4.404279676627419
1090,45.150423496396364,4.355574732558429
1091,44.514613493491325,4.280882900564018
1092,43.6436286655087,4.181999269521859
1093,42.65537260165551,4.0714971341278785
1094,41.725749382117485,3.9675528719953617
1095,40.95976853452144,3.880602199566448
1096,40.29684374401256,3.8039130365565224
1097,39.562914837200545,3.719391777046205
1098,38.63214341974868,3.6145000181168614
1099,37.53302451895425,3.493069625349935
1100,36.39675861165522,3.3694269156622103
1101,35.33217924921581,3.2549437451141277
1102,34.36391725553751,3.1517436537833965
1103,33.454685098510964,3.0556157167833238
1104,32.55707964693206,2.9616718152037347
1105,31.656522822027952,2.8684322236606423
1106,30.773675275338,2.777674878930903
1107,29.914608869969694,2.6894858493577516
1108,29.017186671876278,2.597465457776255
1109,27.94570830918779,2.4889103076509946
1110,26.53390895783973,2.3492566219176725
1111,24.657049024667998,2.16838406727484
1112,22.303001373354178,1.946358653764464
1113,19.590650285829998,1.6947031378189374
1114,16.723944630862604,1.432258392889479
1115,13.940159574016265,1.1803838146127466
1116,11.477620604052806,0.9597477080435118
1117,9.5104788062198,0.7846812181278038
1118,8.063173347691539,0.6563322232723492
1119,7.0148966297254045,0.5636570761674439
1120,6.211314301665252,0.4931950872543684
1121,5.564782954165546,0.43733848091858774
1122,5.059995243928442,0.39443795885124816
1123,4.693238372370255,0.36366114596693183
1124,4.427462197828945,0.34147865347943884
1125,4.2196863915110425,0.3240647036373098
1126,4.088341462148293,0.31280369886691295
1127,4.142386024572489,0.31660205597219326
1128,4.531111319615729,0.34767555557800356
1129,5.304512232448518,0.4100627910789663
1130,6.247958695696314,0.4862538230397251
1131,6.900264697980877,0.5388792215490289
1132,6.892380980464662,0.5381930878499271
1133,6.350356598537567,0.49439521436282075
1134,5.903529128827567,0.4580844592622588
1135,6.215990867201758,0.4827037069019974
1136,7.4731126137845445,0.5835223504494688
1137,9.274577832544331,0.7287924515263913
1138,10.95666673764865,0.8649576877109936
1139,12.011650827441533,0.9502138415370579
1140,12.290134796820366,0.9716409888091833
1141,11.913693959028965,0.939093050844145
1142,11.057164725686746,0.8675361914024023
1143,9.85546713902007,0.7686605561362002
1144,8.51934222017623,0.6597125649705319
1145,7.4314888154941565,0.5714258483357673
1146,6.98458909892978,0.5351813053607072
1147,7.284991672280768,0.5591009627441986
1148,8.066247015975849,0.6212021634094023
1149,8.925479211701425,0.6888301645029273
1150,9.627282934031326,0.7433594680421326
1151,10.187857133411567,0.7867192712900404
